3:Temperature_interior_Sensor,4:Humedad_interior_Sensor,5:Lighting_interior_Sensor,6:iluminacao_oeste,7:iluminacao_leste,8:iluminacao_sul,9:Temperature_Exterior_Sensor,10:Humedad_Exterior_Sensor,11:Precipitacion,12:boolean_rain
21.1293,45.056,13.2813,0,0,0,17.5673,62.488,0,0
21.028,45.6667,13.004,0,0,0,17.3913,62.7653,0,0
20.896,45.8693,13.0213,0,0,0,17.2,63.056,0,0
20.816,46.0667,13.1833,0,0,0,16.996,62.96,0,0
20.6813,45.4533,12.94,0,0,0,16.8393,64.6267,0,0
20.572,45.488,13.2967,0,0,0,16.684,65.1147,0,0
20.4173,45.5253,13.184,0,0,0,16.514,65.7627,0,0
20.308,45.6133,12.5167,0,0,0,16.3467,65.6587,0,0
20.1407,46.232,13.3627,0,0,0,16.166,65.2187,0,0
19.9987,46.4693,12.8587,0,0,0,16.0053,65.2773,0,0
19.9033,46.752,13.6067,0,0,0,15.8253,65.1707,0,0
19.7833,46.5893,13.1027,0,0,0,15.6493,65.072,0,0
19.658,46.8933,13.184,0,0,0,15.4293,64.3813,0,0
19.52,46.7413,13.0213,0,0,0,15.0953,63.3573,0,0
19.4027,46.4053,12.842,0,0,0,14.9067,64.584,0,0
19.3573,45.7573,13.444,0,0,0,14.7893,64.9653,0,0
19.5787,45,13.0207,0,0,0,14.66,64.7307,0,0
19.672,44.64,13.2653,0,0,0,14.4187,64.304,0,0
19.7,44.256,12.9393,0,0,0,14.208,63.7627,0,0
19.7033,43.9893,13.3467,0,0,0,13.9453,63.152,0,0
19.684,43.752,12.94,0,0,0,13.6507,62.3547,0,0
19.648,43.5173,13.8173,0,0,0,13.3473,61.8907,0,0
19.55,43.2747,13.704,0,0,0,13.1267,61.864,0,0
19.4333,43.2133,13.3467,0,0,0,12.918,65.3653,0,0
19.382,43.272,13.3467,0,0,0,12.76,68.5467,0,0
19.3153,43.424,13.2653,0,0,0,12.668,69.3893,0,0
19.3,43.5573,12.452,0,0,0,12.6267,69.824,0,0
19.2733,43.5893,14.3213,0,0,0,12.6133,69.8427,0,0
19.2267,43.5947,13.7533,0,0,0,12.6033,70.5147,0,0
19.1367,43.712,13.2653,0,0,0,12.5907,70.3573,0,0
19.13,44.0027,13.5093,0,0,0,12.5907,70.4267,0,0
19.1133,44.0053,13.5907,0,0,0,12.5933,70.8453,0,0
19.0867,44.1227,13.5907,0,0,0,12.59,70.4533,0,0
19.06,44.2213,13.1673,0,0,0,12.5873,70.7333,0,0
19.048,44.3787,13.5907,0,0,0,12.5967,70.4453,0,0
19.004,44.592,12.842,0,0,0,12.6067,70.712,0,0
19,44.7627,13.3467,0,0,0,12.6367,70.5333,0,0
19,45.0133,13.672,0,0,0,12.668,70.8507,0,0
18.99,45.0293,13.7533,0,0,0,12.638,71.7493,0,0
18.9447,45.1093,13.672,0,0,0,12.522,71.92,0,0
18.9207,44.8453,13.428,0,0,0,12.3907,71.6027,0,0
18.8607,44.9573,11.7033,0,0,0,12.2227,71.28,0,0
18.7953,45.048,12.1747,0,0,0,12.0147,70.9653,0,0
18.7267,45.0213,20.1,250.88,2100.22,852.992,11.7967,70.4773,0,0
18.672,44.9733,21.3267,4609.02,27496.1,8249.34,11.5727,70.1413,0,0
18.6067,44.8293,23.0627,8350.72,46123.7,17544.5,11.4327,69.5067,0,0
18.54,44.584,23.44,10099.4,57300.3,26880.7,11.3953,69.0933,0,0
18.5,44.4933,23.44,11739.1,66830.3,37765.1,11.4167,68.5787,0,0
18.496,44.352,26.7387,12785,69779.5,44739.2,11.508,68.2907,0,0
18.52,44.144,38.1893,13839.7,73542.3,52985.9,11.6473,68.1093,0,0
18.4907,43.9013,48.6293,14814.5,76114.6,60964.9,11.7813,67.4933,0,0
18.1873,44.4027,67.4533,15773.7,76567.9,67777.9,11.93,66.8533,0,0
18.0307,44.856,83.36,17444.9,76895.6,73719.8,12.142,65.648,0,0
18.04,45.0053,101.317,18720.1,76996.6,78736,12.3787,65.1947,0,0
18.036,45.0053,112.837,17802.6,78946.3,84314.8,12.644,64.7307,0,0
18.0753,45.0507,110.917,16547.8,74918.6,85955.9,12.988,63.672,0,0
18.166,45.104,104.853,15938.9,69296.1,85090.3,13.3487,63.792,0,0
18.204,45.4587,99.504,16104.8,55211.3,71426,13.6793,64.4,0,0
18.316,45.6427,119.173,15063.7,59460.3,89893.5,14.006,64.264,0,0
18.4647,45.512,115.237,13868.4,50675.7,95360.3,14.3727,64.024,0,0
18.6193,45.3813,121.429,13251.2,39370.8,95316.7,14.7233,63.7493,0,0
18.7947,45.3013,129.253,12836.2,29567.7,95354.9,15.002,63.4907,0,0
18.9613,45.1173,139.237,12305.1,22515.7,95344,15.326,63.16,0,0
19.1713,44.9867,128.757,12133,18776.7,95354.9,15.6967,62.84,0,0
19.3553,44.8667,122.939,12597.9,16126.6,95354.9,16.0347,62.488,0,0
19.532,44.84,138.197,14499.2,13667,95344,16.4073,62.128,0,0
19.724,44.8213,134.373,17859.2,12455.3,95289.3,16.7633,61.8933,0,0
19.9,44.824,113.851,20833.6,11122.3,94726.8,17.0687,61.6107,0,0
20.0133,44.8853,112.752,28001.6,10742.4,95191,17.32,61.2667,0,0
20.1993,44.9307,113.008,39126.4,10372.1,95185.6,17.632,60.752,0,0
20.352,45.0027,112.453,52251.3,10020.9,95191,17.9767,60.0293,0,0
20.476,45.096,110.219,64563.9,9970.69,94399.1,18.2567,59.336,0,0
20.5773,45.2,95.136,71335.9,9683.97,87668.1,18.5607,58.936,0,0
20.644,45.344,82.88,80011.3,9856,83678.5,18.848,58.5147,0,0
20.7027,45.4773,81.2,85371.6,9934.85,77398,19.0727,58.0613,0,0
20.744,45.6347,57.44,82528.9,9698.3,66794.8,19.2747,58.0507,0,0
20.8133,45.768,51.184,83918.8,9970.35,60536.1,19.34,58.32,0,0
20.844,45.976,42.8773,74973.2,9275.39,49109.7,19.2907,58.6,0,0
20.8107,46.184,41.56,76346.7,9425.92,44496.2,19.1147,58.9253,0,0
20.8187,46.352,38.076,77968.7,9232.38,38858.8,18.9587,59.2533,0,0
20.8373,46.5627,32.6707,87831.9,9683.97,35452.2,18.764,59.5787,0,0
20.8347,46.8133,27.9253,85641.9,9318.4,28164.1,18.6033,59.9013,0,0
20.8013,47.008,23.3413,86603.1,8924.16,22265.2,18.4393,60.2,0,0
20.792,47.2453,23.44,80074.1,8257.54,16871.4,18.2627,60.304,0,0
20.732,47.5253,22.6667,76382.2,7684.1,13208.2,18.098,60.4747,0,0
20.676,47.6827,23.44,67827,6773.76,10328.7,17.9173,60.8907,0,0
20.628,47.76,22.8827,50734.4,5153.79,7626.75,17.6773,61.608,0,0
20.5493,47.7947,23.0747,2895.87,2652.16,2164.74,17.472,62.4133,0,0
20.454,47.9973,23.5213,1806.34,1397.76,1175.55,17.2827,62.8773,0,0
20.36,48.2587,21.3227,71.68,0,0,17.1053,63.6533,0,0
20.2733,48.392,12.598,0,0,0,16.9207,64.456,0,0
20.1627,48.64,14.2893,0,0,0,16.7213,65.064,0,0
20.0473,48.8453,13.1027,0,0,0,16.4993,65.5947,0,0
19.9367,48.9307,13.1027,0,0,0,16.318,66.0533,0,0
19.856,49.0907,12.7773,0,0,0,16.138,66.6827,0,0
19.7567,49.2693,14.3867,0,0,0,15.9873,66.9307,0,0
19.6433,49.288,13.2653,0,0,0,15.8333,67.1573,0,0
19.52,49.4,12.94,0,0,0,15.6733,67.52,0,0
19.4367,49.4747,12.2727,0,0,0,15.54,68.0933,0,0
19.338,49.488,13.6227,0,0,0,15.404,68.9067,0,0
19.22,49.52,13.0213,0,0,0,15.272,69.2613,0,0
19.1167,49.616,12.9553,0,0,0,15.1407,69.4133,0,0
18.9793,49.7653,13.1027,0,0,0,15.0093,69.4987,0,0
18.8913,49.744,13.0213,0,0,0,14.8713,69.504,0,0
18.7913,49.7467,11.5073,0,0,0,14.75,69.24,0,0
18.6867,49.688,13.8493,0,0,0,14.5993,69.008,0,0
18.58,49.6933,13.8013,0,0,0,14.4087,68.7973,0,0
18.44,49.576,13.5907,0,0,0,14.234,68.8453,0,0
18.3333,49.7333,12.4993,0,0,0,14.0847,68.7707,0,0
18.2247,49.792,13.736,0,0,0,13.9373,68.7387,0,0
18.0773,49.6747,13.3467,0,0,0,13.77,68.896,0,0
17.98,49.7893,13.5907,0,0,0,13.63,68.4053,0,0
17.862,49.752,13.378,0,0,0,13.4147,68.0667,0,0
17.766,49.68,13.3627,0,0,0,13.212,67.68,0,0
17.6153,49.6,13.184,0,0,0,13.0447,67.6347,0,0
17.516,49.5813,13.5093,0,0,0,12.864,68.024,0,0
17.42,49.5573,12.7927,0,0,0,12.74,67.768,0,0
17.312,49.5333,14.1267,0,0,0,12.6067,67.4987,0,0
17.1813,49.504,13.5907,0,0,0,12.4273,67.216,0,0
17.0573,49.4187,13.428,0,0,0,12.294,66.544,0,0
16.9153,49.36,13.5093,0,0,0,12.1653,65.6107,0,0
16.78,49.2747,13.5093,0,0,0,12.0033,65.032,0,0
16.6573,49.2507,13.184,0,0,0,11.836,64.5467,0,0
16.53,49.1707,13.428,0,0,0,11.6933,64.2693,0,0
16.384,49.0347,13.8347,0,0,0,11.5667,63.6053,0,0
16.29,48.8267,13.5093,0,0,0,11.4373,62.8187,0,0
16.1487,48.7893,13.672,0,0,0,11.2773,62.4693,0,0
16.032,48.752,13.428,0,0,0,11.0967,62.2507,0,0
15.9367,48.7013,13.5907,0,0,0,10.97,61.8213,0,0
15.8313,48.488,13.5907,0,0,0,10.876,61.5733,0,0
15.7127,48.4453,13.8507,0,0,0,10.696,61.4933,0,0
15.5847,48.3787,15.1333,0,0,0,10.58,61.3627,0,0
15.4687,48.32,12.8253,0,0,0,10.4827,61.1493,0,0
15.3593,48.2267,12.94,0,0,0,10.4233,60.824,0,0
15.212,48.0747,13.9973,0,0,0,10.3267,60.8773,0,0
15.12,48.1467,14.5973,0,0,0,10.16,61.0667,0,0
14.9953,48.1387,13.5413,0,0,0,9.98333,61.2773,0,0
14.8627,48.1387,13.5907,0,0,0,9.94,61.248,0,0
14.7667,47.944,13.964,0,344.064,0,9.90933,61.192,0,0
14.6507,47.8453,20.9973,322.56,2881.54,1261.57,9.834,61.2347,0,0
14.556,47.8373,23.388,3834.88,20702.9,6967.3,9.79667,61.3147,0,0
14.458,47.8,23.3413,7175.17,38000,15050.8,9.82,61.5253,0,0
14.41,47.752,23.3707,9024.51,49269.4,23553.4,9.91467,61.6267,0,0
14.342,47.664,23.5213,10771.5,58141.4,32763.9,10.028,61.568,0,0
14.3067,47.576,26.7693,12291.4,66125.8,42344.4,10.19,61.096,0,0
14.2733,47.3653,39.3893,13566.6,71060.1,50820.4,10.4513,60.4453,0,0
14.2967,47.1413,48.5493,14584.5,73632.4,58447.2,10.8173,60.2133,0,0
14.3753,46.856,67.352,15487,74874.9,65697.1,11.1913,60.4853,0,0
14.472,46.4667,83.4613,17021.6,74809.3,71565.3,11.604,60.9333,0,0
14.594,46.16,105.659,18054.5,75462,76584.3,12.0213,61.392,0,0
14.7667,45.8933,113.083,16906.9,76748.1,81854.5,12.458,61.8773,0,0
14.9827,45.632,113.237,15509.5,74375.2,86829.7,12.9287,62.0853,0,0
15.1887,45.4213,113.419,14390.6,71142.1,91111.4,13.398,61.856,0,0
15.438,45.368,115.515,13344.1,65792.7,94934.4,13.8253,61.7013,0,0
15.684,45.384,120.912,12420.4,57445,95442.3,14.2833,61.672,0,0
15.9567,45.4133,138.779,11680.4,47625.6,95436.8,14.73,61.1787,0,0
16.244,45.5093,143.04,10971.8,36177.2,95387.6,15.1693,60.432,0,0
16.558,45.552,142.608,10485.4,26393.3,95354.9,15.5953,60.2453,0,0
16.844,45.6187,142.368,10243.1,19923.6,95354.9,15.944,60.0373,0,0
17.142,45.7893,142.688,10250.2,16734.2,95344,16.312,60.2213,0,0
17.4187,45.9973,143.008,10614.8,14511.4,95223.8,16.6567,60.512,0,0
17.682,46.1947,142.107,12204.7,12176,95191,16.974,60.7653,0,0
17.952,46.408,138.928,15214.6,10979.3,95191,17.2327,61.144,0,0
18.166,46.5307,115.072,19602.1,10714.5,95191,17.5573,60.7253,0,0
18.4153,46.6587,112.533,26659.5,10049.5,95191,17.8987,60.464,0,0
18.6153,46.6773,113.173,36664.7,9275.39,95191,18.2307,59.7813,0,0
18.7973,46.904,112.992,48483,9017.34,94792.4,18.5387,58.832,0,0
19.002,47.0267,112.645,61065.9,9275.39,90920.3,18.8593,58.4213,0,0
19.1847,47.176,100.581,70180.9,9354.24,85803,19.236,58.56,0,0
19.3053,47.4027,83.28,78105.3,9397.25,81109,19.5153,58.3947,0,0
19.4547,47.568,83.4507,84929.2,9519.1,76073.6,19.8027,57.88,0,0
19.59,47.7253,60.816,85614.6,9519.1,68523.3,20.034,57.288,0,0
19.694,47.9973,53.6107,88566.4,9712.64,62559.6,20.17,56.1573,0,0
19.7767,48.264,47.152,88528.2,9719.81,55672.8,20.1833,54.7787,0,0
19.8,48.4133,41.6573,86594.9,9232.38,48048.8,20.034,53.4827,0,0
19.8373,48.4,32.6547,85950.5,8372.22,39987.9,19.8593,52.4267,0,0
19.894,48.472,24.6427,85551.8,7805.95,32101.7,19.6267,52.544,0,0
19.92,48.632,22.604,82998.6,7476.22,25023.8,19.4107,52.7947,0,0
19.93,48.6373,24.5293,81259.2,7160.83,19092.8,19.1507,52.4,0,0
19.8893,48.6827,23.44,72562,6680.58,14419.3,18.8853,52.9867,0,0
19.886,48.616,22.604,67646.8,6336.51,11481.1,18.6693,53.6533,0,0
19.8467,48.6373,23.748,60416,5827.58,9368.58,18.4633,54.2827,0,0
19.7767,48.504,23.44,46484.5,4594.69,7189.5,18.2353,55.1893,0,0
19.7467,48.5627,22.8013,3856.38,2300.93,2329.6,18.008,55.5547,0,0
19.684,48.5253,23.9093,2487.3,1290.24,1483.78,17.8093,56.3173,0,0
19.6,48.7467,21.4213,250.88,0,0,17.6353,57.8533,0,0
19.542,49.048,13.2807,0,0,0,17.4607,60.28,0,0
19.4533,49.2453,14.24,0,0,0,17.304,61.3787,0,0
19.3887,49.5893,13.3627,0,0,0,17.1513,62.1067,0,0
19.328,49.9173,12.696,0,0,0,16.98,62.6507,0,0
19.2867,50.1147,13.8507,0,0,0,16.8487,62.912,0,0
19.184,50.2453,13.184,0,0,0,16.6807,62.8693,0,0
19.1367,50.3467,12.5813,0,0,0,16.532,62.7893,0,0
19.0647,50.4187,13.6227,0,0,0,16.3867,62.9733,0,0
18.9627,50.5067,13.1027,0,0,0,16.2753,63.0373,0,0
18.896,50.3493,13.428,0,0,0,16.144,62.8747,0,0
18.8153,50.1733,12.5167,0,0,0,15.9653,60.936,0,0
18.7227,50.1227,14.8733,0,0,0,15.746,60.1547,0,0
18.6173,50.0453,13.2653,0,0,0,15.546,60.2187,0,0
18.52,49.928,13.3467,0,0,0,15.364,60.336,0,0
18.4573,49.8053,13.2,0,0,0,15.1487,60.6667,0,0
18.3593,49.7253,13.8827,0,0,0,14.9427,61.0987,0,0
18.232,49.688,13.428,0,0,0,14.7953,61.4773,0,0
18.1647,49.6347,13.2653,0,0,0,14.696,61.6667,0,0
18.0867,49.6027,13.3453,0,0,0,14.5747,61.7653,0,0
17.9947,49.5547,14.1427,0,0,0,14.468,61.912,0,0
17.8553,49.5627,13.184,0,0,0,14.322,61.84,0,0
17.8007,49.5547,12.4187,0,0,0,14.184,62.2853,0,0
17.7053,49.56,11.6053,0,0,0,14.046,62.664,0,0
17.6067,49.5627,13.4433,0,0,0,13.9547,62.8453,0,0
17.508,49.5627,13.5907,0,0,0,13.8393,62.9493,0,0
17.4033,49.5653,13.3467,0,0,0,13.6747,63.3387,0,0
17.3527,49.5627,13.7533,0,0,0,13.536,63.512,0,0
17.2427,49.568,13.428,0,0,0,13.412,63.9253,0,0
17.1433,49.584,13.5907,0,0,0,13.25,64.3147,0,0
17.054,49.5947,13.3467,0,0,0,13.0887,64.6,0,0
16.9433,49.608,13.5093,0,0,0,12.914,64.744,0,0
16.8427,49.6133,13.428,0,0,0,12.7713,64.928,0,0
16.722,49.6293,13.5907,0,0,0,12.6493,65.0453,0,0
16.6233,49.6267,13.672,0,0,0,12.56,64.88,0,0
16.53,49.6293,13.964,0,0,0,12.3647,65.1867,0,0
16.4233,49.6507,14.5,0,0,0,12.1907,65.528,0,0
16.326,49.6933,12.0287,0,0,0,12.07,65.6533,0,0
16.2247,49.6507,13.2653,0,0,0,11.9433,65.8667,0,0
16.1033,49.7173,13.428,0,0,0,11.846,66.088,0,0
15.9947,49.7387,13.5907,0,0,0,11.7327,66.3627,0,0
15.9033,49.7707,14.192,0,0,0,11.6447,66.088,0,0
15.8133,49.7467,13.736,0,0,0,11.61,65.9893,0,0
15.7187,49.784,13.5413,0,0,0,11.55,65.952,0,0
15.6307,49.7627,13.5093,0,0,0,11.478,66.072,0,0
15.5447,49.5973,13.476,0,0,0,11.4633,66.736,0,0
15.4367,49.784,13.184,0,0,0,11.4407,65.8907,0,0
15.3247,49.7973,13.5093,0,0,0,11.35,66.1333,0,0
15.26,49.8293,13.5907,0,0,0,11.2587,66.2373,0,0
15.1807,49.8213,14.2893,0,329.728,0,11.168,66.2667,0,0
15.074,49.8107,22.8013,802.816,3333.12,1290.24,11.0673,66.3413,0,0
15.004,49.848,24.204,6114.3,36126.7,10328.4,10.9833,66.24,0,0
14.9533,49.832,22.7147,9031.68,50727.6,18883.9,10.9873,65.768,0,0
14.8947,49.752,23.44,10256.7,58613.8,27145.6,11.114,65.2347,0,0
14.868,49.6373,23.4853,11531.6,64501.1,35601.1,11.2873,64.2427,0,0
14.8333,49.5973,29.5333,12619.8,69585.6,43997.9,11.5767,63.3787,0,0
14.856,49.4053,40.2707,13581.7,71887.5,51093.5,11.94,63.0133,0,0
14.8933,49.1253,50.4693,14482.8,73490.4,58190.5,12.3293,62.9787,0,0
